WKT,nama,deskripsi
"POLYGON ((106.9679624 -6.0947918, 106.9645292 -6.0801122, 106.9545729 -6.0818191, 106.9466764 -6.0807949, 106.9332868 -6.0818191, 106.9226438 -6.0825019, 106.8992979 -6.0811363, 106.894148 -6.0831846, 106.8865949 -6.0828433, 106.8697722 -6.0821605, 106.7516691 -6.0749912, 106.7475492 -6.0804535, 106.7406828 -6.0859158, 106.7317564 -6.0825019, 106.7286665 -6.0865986, 106.7262632 -6.0886469, 106.7152769 -6.0954745, 106.7008573 -6.0975228, 106.6878111 -6.0968401, 106.6912443 -6.1050331, 106.6953642 -6.1125434, 106.6891844 -6.1200535, 106.6871244 -6.1282462, 106.6933042 -6.1357561, 106.6864378 -6.1425831, 106.6871244 -6.1521409, 106.6871244 -6.1610158, 106.6878111 -6.1726212, 106.7139036 -6.1842264, 106.7159635 -6.1917355, 106.72283 -6.1937834, 106.7235166 -6.207436, 106.7193968 -6.2142621, 106.7152769 -6.2238186, 106.7303831 -6.223136, 106.7413694 -6.2258664, 106.7468626 -6.2354226, 106.7454893 -6.242931, 106.7496092 -6.2504393, 106.7544157 -6.2558997, 106.7489225 -6.2640904, 106.7523558 -6.2722809, 106.7599089 -6.2791062, 106.7647154 -6.2879789, 106.7736418 -6.3009465, 106.7736418 -6.3098189, 106.7798216 -6.3173262, 106.788748 -6.3159613, 106.8004209 -6.3132314, 106.8086607 -6.3186912, 106.8017942 -6.3343878, 106.7976744 -6.3432597, 106.7935545 -6.350084, 106.7921812 -6.3637325, 106.8059141 -6.367827, 106.8155271 -6.3589556, 106.8230802 -6.359638, 106.8368132 -6.3514489, 106.8368132 -6.3446245, 106.8457395 -6.3405299, 106.8512327 -6.3405299, 106.8580992 -6.3514489, 106.862219 -6.3582732, 106.8732054 -6.3541786, 106.8704588 -6.359638, 106.8773252 -6.3623677, 106.8841917 -6.3691918, 106.8910581 -6.3691918, 106.8992979 -6.3698742, 106.9047911 -6.3610028, 106.9130308 -6.367827, 106.9157774 -6.359638, 106.9171507 -6.3466719, 106.9198973 -6.3337054, 106.918524 -6.3268808, 106.9226438 -6.3200561, 106.9212705 -6.3077715, 106.9205839 -6.2995815, 106.9116575 -6.2968515, 106.9089109 -6.2832013, 106.9089109 -6.2736459, 106.9034178 -6.2709158, 106.9047911 -6.2613602, 106.9130308 -6.2572649, 106.9209272 -6.2511218, 106.9308836 -6.2545346, 106.9432432 -6.2518044, 106.9446165 -6.2374704, 106.9466764 -6.2245012, 106.9549162 -6.2190404, 106.9645292 -6.2115317, 106.9652159 -6.2040229, 106.9686491 -6.1971966, 106.9713957 -6.1890049, 106.9700224 -6.1760345, 106.9720823 -6.1630638, 106.9720823 -6.147362, 106.970709 -6.1350734, 106.970709 -6.1193707, 106.9693357 -6.1057159, 106.9679624 -6.0947918))",DKI Jakarta,
